rank,bgg_id,name,g_index
4426,262114,Rival Restaurants,13
4426,262540,Freshwater Fly,13
4426,263360,Shy Monsters,13
4426,264566,Card Capture,13
4426,265381,DANY,13
4426,267370,Cities: Skylines – The Board Game,13
4426,271518,Disney Villainous: Wicked to the Core,13
4426,272538,1828,13
4426,272542,Jumanji Fluxx,13
4426,272599,Deadly Doodles,13
4426,274049,Nope!,13
4426,275284,Arkeis,13
4426,275973,Curios,13
4426,276502,Roads & Boats: 20th Anniversary Edition,13
4426,276830,Sanctum,13
4426,277699,A Fistful of Meeples,13
4426,278373,Twisty Little Passages,13
4426,279720,Streets,13
4426,280041,Rolled West,13
4426,280132,Robin of Locksley,13
4426,280203,Chicken Chicken,13
4426,281258,Sub Terra II: Inferno's Edge,13
4426,281515,Company of Heroes,13
4426,283073,Zoo Run,13
4426,283211,Harry Potter: Death Eaters Rising,13
4426,283294,Yukon Airways,13
4426,283387,Rocketmen,13
4426,283521,Are You A Robot?,13
4426,285036,Shadow Kingdoms of Valeria,13
4426,285047,SilenZe: Zombie City,13
4426,286537,Burgle Bros 2: The Casino Capers,13
4426,286735,Muffin Time,13
4426,287322,Mystic Market,13
4426,287638,Roméo & Juliette,13
4426,287671,Mauwi,13
4426,287691,Qwixx On Board,13
4426,287693,Anubixx,13
4426,288284,Flash 8,13
4426,289397,Crazy Taco,13
4426,293275,Flyin' Goblin,13
4426,295293,The Thing: The Boardgame,13
4426,296345,Sherlock Holmes Consulting Detective: The Baker Street Irregulars,13
4426,296626,Sonora,13
4426,298102,Roll Camera!: The Filmmaking Board Game,13
4426,298638,Sheriff of Nottingham: 2nd Edition,13
4426,299171,The Key: Theft at Cliffrock Villa,13
4426,300751,Mini Express,13
4426,301255,Whistle Mountain,13
4426,301480,Binho Classic: Pro Series,13
4426,302477,Kittin,13
4426,302520,Hues and Cues,13
4426,303676,Oh My Brain,13
4426,303830,Mass Transit,13
4426,306656,Coup + Reforma,13
4426,306709,The Night Cage,13
4426,307997,Insider Black,13
4426,308500,Clash of Deck,13
4426,308621,Twisted Fables,13
4426,308989,Bristol 1350,13
4426,309408,Arcana Rising,13
4426,309630,Small World of Warcraft,13
4426,312318,Century: Golem Edition – An Endless World,13
4426,312463,Duck,13
4426,312786,Poetry for Neanderthals,13
4426,313262,Shamans,13
4426,313919,Aliens: Bug Hunt,13
4426,314009,Pirate Legends,13
4426,315631,Santorini: New York,13
4426,315937,X-Men: Mutant Insurrection,13
4426,317321,Darkest Dungeon: The Board Game,13
4426,317981,Coyote,13
4426,318985,Puerto Rico,13
4426,319529,Spukstaben,13
4426,319592,Micro Dojo,13
4426,319910,Pagan: Fate of Roanoke,13
4426,320538,Escape Advent Calendar: The Sunken Submarine,13
4426,322561,Dice Throne: Season One ReRolled – Barbarian v. Moon Elf,13
4426,324711,Schadenfreude,13
4426,325038,The Brambles: A Solo Card Game,13
4426,326908,La Morada Maldita,13
4426,327056,Unlock! Kids: Detective Stories,13
4426,327392,Gnoming A Round,13
4426,328211,Vegetable Stock,13
4426,329151,Draconic Dice,13
4426,329204,Escape from Stalingrad Z,13
4426,329450,Equinox,13
4426,330532,Hashi,13
4426,331401,Dog Park,13
4426,332075,Warhammer Quest: Cursed City,13
4426,332393,Bridge City Poker,13
4426,333539,The Siege of Runedar,13
4426,333553,For the King (and Me),13
4426,334379,Doodle Dash,13
4426,334644,Nicodemus,13
4426,336936,L.A.M.A.: 3 Gry w 1,13
4426,337329,Canvas: Deluxe Edition,13
4426,337765,Brian Boru: High King of Ireland,13
4426,338434,Hoplomachus: Remastered,13
4426,338476,Lorenzo il Magnifico: Big Box,13
4426,338628,Trails,13
4426,339905,Love Letter: Princess Princess Ever After,13
4426,339906,The Hunger,13
4426,342070,Thunder Road: Vendetta,13
4426,342372,The Elder Scrolls V: Skyrim – The Adventure Game,13
4426,342810,Marrakesh,13
4426,342848,World of Warcraft: Wrath of the Lich King,13
4426,344685,Go Goa,13
4426,349992,Tiger & Dragon,13
4426,351155,Recto Verso,13
4426,351526,Encyclopedia,13
4426,352375,Baby Dinosaur Rescue,13
4426,352418,Fliptown,13
4426,352567,Jurassic World: The Legacy of Isla Nublar,13
4426,352593,River Wild,13
4426,353150,FYFE,13
4426,353411,Wreckland Run,13
4426,355199,Star Realms,13
4426,356226,Exploding Kittens: 2-Player Version,13
4426,356414,Space Station Phoenix,13
4426,358790,Farm Club,13
4426,359318,Foxy,13
4426,359764,Shake That City,13
4426,361214,Order Overload: Cafe,13
4426,361598,At the Helm,13
4426,361850,Nimalia,13
4426,363369,Starship Captains,13
4426,364186,Terra Nova,13
4426,365104,Planted: A Game of Nature & Nurture,13
4426,369880,Beer & Bread,13
4426,374562,Star Wars: Shatterpoint,13
4426,377068,Battle Card: Market Garden,13
4426,378758,Imperial Miners,13
4426,378983,Tipperary,13
4426,388329,Waypoints,13
4426,392023,Mycelia,13
4426,393325,Captain Flip,13
4426,393352,Perfect Words,13
4426,398162,MicroMacro: Crime City – Showdown,13
4989,19,Wacky Wacky West,12
4989,77,"EastFront: The War in Russia, 1941-45",12
4989,97,Conquest of the Empire,12
4989,101,Detroit-Cleveland Grand Prix,12
4989,200,Entdecker,12
4989,225,Icehouse,12
4989,229,King of the Elves,12
4989,232,Serenissima,12
4989,264,Enemy in Sight,12
4989,280,Neue Spiele im alten Rom,12
4989,290,Gold Digger,12
4989,316,Chase,12
4989,352,Trumpet,12
4989,436,Canyon,12
4989,440,Zoff in Buffalo,12
4989,446,Avalanche,12
4989,449,The Great Balloon Race,12
4989,450,Octi,12
4989,492,Aladdin's Dragons,12
4989,511,Silverton,12
4989,549,Aerodrome,12
4989,550,Barbarossa,12
4989,620,We the People,12
4989,621,25 Words or Less,12
4989,626,War and Peace,12
4989,639,American Megafauna,12
4989,684,Monopoly: The Card Game,12
4989,766,Regatta,12
4989,788,Tales of the Arabian Nights,12
4989,793,Yahtzee Deluxe Poker,12
4989,805,Buffy the Vampire Slayer: The Game,12
4989,855,Java,12
4989,935,Australian Rails,12
4989,1002,Cosmic Eidex,12
4989,1126,Car Wars: The Card Game,12
4989,1161,Perquackey,12
4989,1163,"Ciao, Ciao...",12
4989,1254,Crack the Case,12
4989,1307,Haunted Castle,12
4989,1334,Entdecker: Exploring New Horizons,12
4989,1533,Ghost Chase,12
4989,1552,Illuminati: New World Order,12
4989,1730,Trap the Cap,12
4989,1800,Mythos,12
4989,1830,Nippon Rails,12
4989,1835,Scrutineyes,12
4989,1875,Isolation,12
4989,1877,Pig Pile,12
4989,1992,Stop Thief,12
4989,2047,Up the Creek,12
4989,2179,Musketeers,12
4989,2553,Bali,12
4989,2555,Vom Kap bis Kairo,12
4989,2652,Wise and Otherwise,12
4989,2667,What Were You Thinking?,12
4989,2759,Havannah,12
4989,2876,Mage Knight Dungeons,12
4989,3040,Star Trek: Starship Tactical Combat Simulator,12
4989,3063,March Madness,12
4989,3086,The Omega Virus,12
4989,3267,Pizarro & Co.,12
4989,3279,Magi-Nation Duel,12
4989,3321,Die Pyramiden des Jaguar,12
4989,3341,Burn Rate,12
4989,3464,Melee,12
4989,3487,BattleTech TCG,12
4989,3608,Air Force,12
4989,3828,Locomotive Werks,12
4989,3977,Strong Stuff!,12
4989,4014,Dawn Patrol: Role Playing Game of WW I Air Combat,12
4989,4077,Who Wants to Be a Millionaire,12
4989,4090,2nd Fleet: Modern Naval Combat in the North Atlantic,12
4989,4107,Hang in There!,12
4989,4475,Unexpected Treasures,12
4989,4556,Patton's Best,12
4989,4792,Tiddledy Winks,12
4989,5065,Fubi,12
4989,5157,King's Court,12
4989,5178,Marrakesh,12
4989,5232,Gnip Gnop,12
4989,5369,Hordes of the Things,12
4989,5406,New England,12
4989,5546,Marbles,12
4989,5684,18EU,12
4989,5775,Electronic Whac-a-Mole,12
4989,6535,Don't Wake Daddy,12
4989,6548,Heartthrob,12
4989,6549,Pretty Pretty Princess,12
4989,6663,Lunar Rails,12
4989,6978,Neutron,12
4989,7479,WarCraft: The Board Game,12
4989,7576,Thingamajig,12
4989,8190,The Bridges of Shangri-La,12
4989,8495,De Bellis Multitudinis: Wargames Rules for Ancient and Medieval Battles – 3000 BC to 1500 AD,12
4989,8730,Flying Colors,12
4989,8829,Nobody Is Perfect,12
4989,9048,Cinq-O,12
4989,9211,Screwball Scramble,12
4989,9284,Treasure Falls,12
4989,9341,Lost Valley,12
4989,9386,IceTowers,12
4989,9617,Russian Rails,12
4989,9829,Runebound,12
4989,10081,Axis & Allies: D-Day,12
4989,10293,En busca del Imperio Cobra,12
4989,10383,Risk: Godstorm,12
4989,10819,Navia Dratp,12
4989,10908,Minotaur Lords,12
4989,11057,The Great Battles of Alexander: Deluxe Edition,12
4989,11412,Wallamoppi,12
4989,11456,Zilch,12
4989,12283,Manifest Destiny,12
4989,13301,Caribbean,12
4989,13373,Choco,12
4989,13530,Sole Mio!,12
4989,13972,Party & Co,12
4989,14036,Jok-R-ummy,12
4989,14102,Toss Up!,12
4989,15000,Word Basket,12
4989,15110,Partners,12
4989,15157,Amazonas,12
4989,15209,Linja,12
4989,15386,Eye to Eye,12
4989,15390,ハーベスト (Harvest),12
4989,15832,Cheat,12
4989,16387,3D Tic Tac Toe,12
4989,17161,Tempus,12
4989,17484,Silent War,12
4989,17710,Conquest of the Empire,12
4989,17835,Monsters Menace America,12
4989,17988,Die Dolmengötter,12
4989,18880,Daddy Cool,12
4989,19046,Ruckus,12
4989,19651,Angkor,12
4989,19995,Canal Mania,12
4989,20080,Aqua Romana,12
4989,20133,FAB: The Bulge,12
4989,20675,King's Blood,12
4989,21358,Savage Worlds,12
4989,21380,Conquest of the Fallen Lands,12
4989,21704,Fiji,12
4989,21892,Augsburg 1520,12
4989,23049,Hedbanz for Kids,12
4989,23451,Space Dealer,12
4989,23550,WordSpot,12
4989,24762,Medici vs Strozzi,12
4989,25182,24/7: The Game,12
4989,25617,Korona,12
4989,25738,The Big Taboo,12
4989,25760,Zoff im Hühnerhof,12
4989,26353,Scum,12
4989,26472,Dragon Parade,12
4989,27190,Battleships,12
4989,27298,Owner's Choice,12
4989,27970,Star Wars PocketModel TCG,12
4989,29294,World of Warcraft: The Adventure Game,12
4989,29410,Municipium,12
4989,29687,Leaping Lemmings,12
4989,29839,Key Harvest,12
4989,29972,El Capitán,12
4989,30328,Battleground: Crossbows & Catapults,12
4989,30356,Heartland,12
4989,30381,Hamburgum,12
4989,31133,Ice Flow,12
4989,31624,League of Six,12
4989,31770,Joker Marbles,12
4989,31790,"Crusade and Revolution: The Spanish Civil War, 1936-1939",12
4989,32129,Taktika,12
4989,32165,Darjeeling,12
4989,32405,Alles Tomate!,12
4989,32424,1848: Australia,12
4989,32471,Mafia,12
4989,33924,Nightfighter,12
4989,34599,Toledo,12
4989,34958,Six,12
4989,35488,The Name of the Rose,12
4989,35761,Sylla,12
4989,35935,Day & Night,12
4989,36599,Level Up,12
4989,36783,Jishaku,12
4989,37349,Cthulhu Rising,12
4989,38194,Cheaty Mages!,12
4989,38429,Cornerstone,12
4989,38749,Catan Geographies: Germany,12
4989,38797,Uruk: Wiege der Zivilisation,12
4989,39080,IGOR: The Monster Making Game,12
4989,39290,Jacynth,12
4989,39704,Emu Ranchers,12
4989,39976,Volta,12
4989,40182,Telepathy,12
4989,40561,Curling Table Game,12
4989,40654,This Big!,12
4989,40770,The Golden City,12
4989,40831,The Pillars of the Earth: Builders Duel,12
4989,41541,Are You the Traitor?,12
4989,41875,Trader,12
4989,42111,Fzzzt!,12
4989,42244,Martinique,12
4989,42444,Batt'l Kha'os,12
4989,42685,Connect 4x4,12
4989,43264,Pocket Rockets,12
4989,46746,Monster 4,12
4989,53317,Pictureka! Card Game,12
4989,54221,Push Fight,12
4989,54433,Nanuk,12
4989,55863,The Three Musketeers: The Queen's Pendants,12
4989,56690,Multiplayer Pentago,12
4989,58110,Horse Fever,12
4989,60131,Ugg-Tect,12
4989,63167,Undermining,12
4989,63778,Word on the Street Junior,12
4989,65134,Sorry! Revenge Card Game,12
4989,67148,Ultimate Werewolf: Compact Edition,12
4989,67453,Caveman Curling,12
4989,67631,Scrabble Flash,12
4989,67910,Mini FITS,12
4989,70519,Cruel Necessity: The English Civil Wars 1640-1653,12
4989,71906,Castaways,12
4989,75223,Utopia Engine,12
4989,75547,Shipwrights of the North Sea,12
4989,75957,Slither,12
4989,76322,Double Bananagrams,12
4989,76417,Poseidon,12
4989,76674,String Railway,12
4989,78733,Key Market,12
4989,81640,Florenza,12
4989,82424,Bangkok Klongs,12
4989,85036,20th Century,12
4989,85652,Dystopian Wars: Core Rulebook,12
4989,85769,Panzer: The Game of Small Unit Actions and Combined Arms Operations on the Eastern Front 1943-45,12
4989,87288,Cinco,12
4989,87904,Trivial Pursuit: Master Edition,12
4989,88016,Briefcase,12
4989,88301,Biljard,12
4989,88900,Yaniv,12
4989,89668,BITS,12
4989,91984,Québec,12
4989,92852,Say Anything Family Edition,12
4989,92876,Jurassik,12
4989,94732,Heroica: Draida,12
4989,94733,Heroica: Waldurk,12
4989,96188,Nuts!,12
4989,96260,Dominant Species: The Card Game,12
4989,96342,Black Stories: Holiday Edition,12
4989,97357,Sunrise City,12
4989,99219,Swish,12
4989,99459,Banjooli Xeet,12
4989,101786,Dust Tactics: Revised Core Set,12
4989,101929,Sergeants Miniatures Game: Day of Days,12
4989,102897,Farmageddon,12
4989,104363,Rex: Final Days of an Empire,12
4989,104555,The Blue Lion,12
4989,104627,Feudalia,12
4989,109779,Garden Dice,12
4989,112192,Sugar Gliders,12
4989,112694,Hockey Blast Pro Hockey Game,12
4989,113636,Edo,12
4989,114903,Castellan,12
4989,114991,The Metagame,12
4989,118177,Connections,12
4989,118515,Piranhas,12
4989,119193,Crazy Creatures of Dr. Gloom,12
4989,122588,Dungeon Command: Sting of Lolth,12
4989,122943,Scripts and Scribes: The Dice Game,12
4989,123370,Nox,12
4989,123499,City of Iron,12
4989,123576,Sheepland,12
4989,124047,Pirate Dice: Voyage on the Rolling Seas,12
4989,125977,Cataclysm: A Second World War,12
4989,127095,Origin,12
4989,128114,Hooyah: Navy Seals Card Game,12
4989,128698,Vampire Empire,12
4989,128898,New Amsterdam,12
4989,129710,Card City,12
4989,129820,Salmon Run,12
4989,129976,Game of Thrones: The Card Game,12
4989,130486,Small City,12
4989,131246,Siberia: The Card Game,12
4989,132544,Tesla vs. Edison: War of Currents,12
4989,137649,Level 7 [Omega Protocol],12
4989,138104,Warmachine: High Command,12
4989,140709,Alhambra: Family Box,12
4989,140795,Say Bye to the Villains,12
4989,140951,Thunderstone: Starter Set,12
4989,140960,Raccoon Rumpus,12
4989,141736,Sail to India,12
4989,141932,The Agents,12
4989,142124,Tsukiji,12
4989,142432,Continental Express,12
4989,142961,Thunderstone Advance: Numenera,12
4989,143843,Spot it! Party,12
4989,144388,Elevenses,12
4989,144526,Glastonbury,12
4989,144567,For the Crown (Second Edition),12
4989,144734,Arcane Academy,12
4989,145012,Sultaniya,12
4989,145186,Pick-a-Polar Bear,12
4989,145601,Deadline,12
4989,146725,Golem Arcana,12
4989,146735,Munchkin Adventure Time,12
4989,147190,Yggdrasil (Second Edition with Asgard Expansion),12
4989,147194,Linkee!,12
4989,147474,8 Masters' Revenge,12
4989,147681,Black Stories: Shit Happens Edition,12
4989,148601,1944: Race to the Rhine,12
4989,148764,Feuerdrachen,12
4989,152053,Lagoon: Land of Druids,12
4989,152470,Fief: France 1429,12
4989,156108,Regular Show Fluxx,12
4989,156453,Tutti Frutti,12
4989,156853,Pirate Den,12
4989,157096,Historia,12
4989,158947,Fantasy Dice Battles,12
4989,159143,HUE,12
4989,159570,SOS: Sheep in Trouble,12
4989,160012,In a Bind,12
4989,160524,Soccer Blast Pro Soccer Game,12
4989,161617,Dungeon Lords: Happy Anniversary,12
4989,161757,New Salem,12
4989,161762,Wakanda,12
4989,162191,Look!,12
4989,162388,BattleCON: Fate of Indines,12
4989,162823,El Gaucho,12
4989,163841,18CZ,12
4989,164686,Epic Monster Tea Party,12
4989,164698,Fresh Fish,12
4989,166317,Time of Soccer,12
4989,166372,Artificium,12
4989,167604,Rollet,12
4989,168839,Die Kutschfahrt zur Teufelsburg,12
4989,170477,Dino Dude Ranch,12
4989,171136,Pingo Pingo,12
4989,171447,Bad Bunnies,12
4989,171665,Scotland Yard Junior,12
4989,172381,My Village,12
4989,172540,Dragoon,12
4989,172542,Push a Monster,12
4989,172546,Parfum,12
4989,172596,Monster My Neighbor,12
4989,172837,Dead Man's Chest,12
4989,173115,Monarch,12
4989,174802,VENOM Assault,12
4989,175224,Rumpelstiltskin,12
4989,175324,Fog of Love,12
4989,175496,Cauldron Quest,12
4989,175636,Dragon Keepers,12
4989,175763,Behind the Throne,12
4989,176803,Overseers,12
4989,176980,Helionox: The Last Sunset,12
4989,177515,SEAL Team Flix,12
4989,177697,Bang! The Dice Game: The Walking Dead,12
4989,178007,Apocalypse Chaos,12
4989,178044,Small Star Empires,12
4989,178147,Gwent: Monsters and Scoia'tael,12
4989,178302,Welcome to Centerville,12
4989,178591,Lunarchitects,12
4989,178688,Dicetopia,12
4989,178839,Foodfighters,12
4989,180199,"Colonial Twilight: The French-Algerian War, 1954-62",12
4989,181245,OMG,12
4989,181819,Sorcerer,12
4989,182047,Austerity,12
4989,182770,DC Comics Dice Masters: World's Finest,12
4989,184145,Flash Duel: Revised Second Edition,12
4989,184170,DiceWar: Light of Dragons,12
4989,184207,Het Koninkrijk Dominion,12
4989,184383,Disney Eye Found It!,12
4989,184424,Mega Civilization,12
4989,186475,Tofu Kingdom,12
4989,186864,Tiefe Taschen,12
4989,186904,The Champion of the Wild,12
4989,187289,"Here, Kitty, Kitty!",12
4989,188314,Topoum,12
4989,189663,Dungeon Solitaire: Labyrinth of Souls,12
4989,191067,Zock 'n' Roll,12
4989,191387,Star Trek: The Dice Game,12
4989,191624,Bear Valley,12
4989,191681,Lagoonies,12
4989,191710,Catan: Big Box,12
4989,191999,Uglydoll Loonacy,12
4989,192830,ORC,12
4989,192947,Camel Up Cards,12
4989,193670,Darkest Night: Second Edition,12
4989,193728,Pendragon: The Fall of Roman Britain,12
4989,195237,Leaders of Euphoria: Choose a Better Oppressor,12
4989,196202,Rum & Bones: Second Tide,12
4989,196306,Guildhall Fantasy: Coalition,12
4989,197065,Valley of the Kings: Last Rites,12
4989,198455,Mystic ScROLLS,12
4989,198609,Fate of the Elder Gods,12
4989,198775,Yesss!,12
4989,198985,Day Night Z,12
4989,199223,Bad Bones,12
4989,199611,Shiftago,12
4989,200171,Legendary: Big Trouble in Little China,12
4989,200454,Planetarium,12
4989,200511,After the Empire,12
4989,202819,Gnomopolis,12
4989,203102,Buffy the Vampire Slayer: The Board Game,12
4989,203219,Rivals for Catan: Deluxe,12
4989,203780,Power Grid: The Card Game,12
4989,204498,Match Madness,12
4989,204574,The Flow of History,12
4989,204592,The Mysterious Forest,12
4989,207062,Dungeons & Dragons: Rock Paper Wizard,12
4989,207572,Holland '44: Operation Market-Garden,12
4989,207753,Arena: For the Gods!,12
4989,209284,Hamster Clan,12
4989,209324,The World of SMOG: Rise of Moloch,12
4989,209671,Zona: The Secret of Chernobyl,12
4989,209696,Star Saga,12
4989,210152,Bushido,12
4989,210418,Tavern Masters,12
4989,211716,John Company,12
4989,212516,Keyper,12
4989,213421,Monster Kit,12
4989,216234,Pocket Ops,12
4989,216864,Card City XL,12
4989,217176,Crazy Race,12
4989,217423,Cosmic Run: Rapid Fire,12
4989,218179,Princess Jing,12
4989,220199,Snappy Dressers,12
4989,220367,Empyreal: Spells & Steam,12
4989,220774,Codenames: Marvel,12
4989,221318,Whistle Stop,12
4989,221643,Strawberry Ninja,12
4989,221669,Dawn of Peacemakers,12
4989,222219,Kero,12
4989,223931,Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,12
4989,224149,Deadball,12
4989,226213,Cursed Court,12
4989,226631,War of the Worlds: The New Wave,12
4989,227422,Whoosh: Bounty Hunters,12
4989,228101,Pajarracos,12
4989,228959,Alubari: A Nice Cup of Tea,12
4989,229265,Wendake,12
4989,229742,Zoo Ball,12
4989,229892,Container: 10th Anniversary Jumbo Edition!,12
4989,230265,Chronicles of Frost,12
4989,230266,Scare It!,12
4989,231027,Bye-Bye Black Sheep,12
4989,231819,Sonar,12
4989,232045,Shaky Manor,12
4989,232417,Druids,12
4989,232661,Ada Lovelace: Consulting Mathematician,12
4989,233262,Tidal Blades: Heroes of the Reef,12
4989,233868,HATE,12
4989,233955,Montana,12
4989,234450,Ruthless,12
4989,234468,Minute Realms,12
4989,235927,Dino World,12
4989,235982,RWBY: Combat Ready,12
4989,236475,The Werewolves of Miller's Hollow: Best Of,12
4989,240957,Judge Dredd: The Cursed Earth,12
4989,241025,Penny Papers Adventures: Skull Island,12
4989,242227,"Nightfighter Ace: Air Defense Over Germany, 1943-44",12
4989,242482,Blight Chronicles: Agent Decker,12
4989,242569,Penny Papers Adventures: The Valley of Wiraqocha,12
4989,242639,Treasure Island,12
4989,242667,Dark Souls: The Card Game,12
4989,242742,Keys to the Castle,12
